4.817552173719820141e-01,4.817552474930158479e-01,4.817552826979946135e-01,4.817553235567566539e-01,4.817553705861103985e-01,4.817554241950542937e-01,4.817554846163597526e-01,4.817555518286464888e-01,4.817556254742171307e-01,4.817557047848558538e-01,4.817557885289938668e-01,4.817558749964728215e-01,4.817559620402750986e-01,4.817560471922213150e-01,4.817561278675520642e-01,4.817562016597702890e-01,4.817562666725243026e-01,4.817563217995208813e-01,4.817563668414258093e-01,4.817564024040560944e-01,4.817564296008202684e-01,4.817564496809362828e-01,4.817564637567291475e-01,4.817564727215431497e-01,4.817564773636342501e-01
4.817551945795033874e-01,4.817552252020547709e-01,4.817552609894554805e-01,4.817553025190194349e-01,4.817553503134838766e-01,4.817554047852115606e-01,4.817554661666519911e-01,4.817555344312064447e-01,4.817556092100721554e-01,4.817556897173844721e-01,4.817557746974551747e-01,4.817558624104935072e-01,4.817559506762372212e-01,4.817560369923916674e-01,4.817561187425617453e-01,4.817561934946342217e-01,4.817562593359301371e-01,4.817563151549818512e-01,4.817563607579433693e-01,4.817563967638783806e-01,4.817564243030675319e-01,4.817564446415401602e-01,4.817564589060139846e-01,4.817564680010750777e-01,4.817564727242387712e-01
4.817551668308776569e-01,4.817551980654337096e-01,4.817552345634980582e-01,4.817552769114745170e-01,4.817553256392905214e-01,4.817553811633573657e-01,4.817554437156711389e-01,4.817555132631952119e-01,4.817555894235105440e-01,4.817556713891631981e-01,4.817557578750090719e-01,4.817558471051205937e-01,4.817559368587455704e-01,4.817560245920968209e-01,4.817561076503650841e-01,4.817561835703825790e-01,4.817562504197171469e-01,4.817563070806837877e-01,4.817563533661625708e-01,4.817563899113431747e-01,4.817564178670444841e-01,4.817564385197681265e-01,4.817564530137465884e-01,4.817564622672544927e-01,4.817564670890815970e-01
4.817551330271428456e-01,4.817551650093326310e-01,4.817552023754552160e-01,4.817552457229671292e-01,4.817552955905167189e-01,4.817553523993804432e-01,4.817554163809087964e-01,4.817554874941006315e-01,4.817555653398096771e-01,4.817556490841341521e-01,4.817557374059133757e-01,4.817558284851053418e-01,4.817559200516121076e-01,4.817560095111622642e-01,4.817560941622963111e-01,4.817561715042040782e-01,4.817562395805738973e-01,4.817562972662734477e-01,4.817563443824298686e-01,4.817563815838871721e-01,4.817564100464791776e-01,4.817564310816369044e-01,4.817564458549274953e-01,4.817564553012962381e-01,4.817564602432347631e-01
4.817550918234578816e-01,4.817551247199557962e-01,4.817551631475144314e-01,4.817552077170348390e-01,4.817552589777365224e-01,4.817553173567316604e-01,4.817553830844452656e-01,4.817554561099964827e-01,4.817555360136424047e-01,4.817556219290319852e-01,4.817557124909122024e-01,4.817558058253395559e-01,4.817558996020355200e-01,4.817559911652881666e-01,4.817560777569847019e-01,4.817561568307147102e-01,4.817562264013264817e-01,4.817562853347926999e-01,4.817563334623769511e-01,4.817563714628880778e-01,4.817564005426370199e-01,4.817564220434230604e-01,4.817564371568229253e-01,4.817564468380750586e-01,4.817564519263856648e-01
4.817550415792632990e-01,4.817550755950094632e-01,4.817551153217167759e-01,4.817551613866393190e-01,4.817552143518020191e-01,4.817552746512948070e-01,4.817553425142179768e-01,4.817554178773907902e-01,4.817555002956583898e-01,4.817555888627955141e-01,4.817556821595054273e-01,4.817557782459305771e-01,4.817558747183672829e-01,4.817559688463171064e-01,4.817560578028942664e-01,4.817561389864877253e-01,4.817562103771714233e-01,4.817562708303407271e-01,4.817563201897422376e-01,4.817563591634193565e-01,4.817563889948112132e-01,4.817564110627092222e-01,4.817564265904283327e-01,4.817564365579053431e-01,4.817564418246977898e-01
4.817549803058177038e-01,4.817550156926903582e-01,4.817550570106148289e-01,4.817551049067284041e-01,4.817551599585501720e-01,4.817552226084801936e-01,4.817552930837218916e-01,4.817553713057293741e-01,4.817554567979395741e-01,4.817555486050552616e-01,4.817556452414833990e-01,4.817557446867187787e-01,4.817558444474557278e-01,4.817559417021964330e-01,4.817560335406300687e-01,4.817561172944219705e-01,4.817561909018081012e-01,4.817562532056886559e-01,4.817563040652074191e-01,4.817563442240644922e-01,4.817563749709147802e-01,4.817563977296325795e-01,4.817564137621274667e-01,4.817564240785088270e-01,4.817564295630715754e-01
4.817549056196446244e-01,4.817549426865389006e-01,4.817549859537386125e-01,4.817550360925339503e-01,4.817550936991547572e-01,4.817551592258474957e-01,4.817552328971010933e-01,4.817553146151247190e-01,4.817554038644698000e-01,4.817554996294041714e-01,4.817556003429688261e-01,4.817557038859859309e-01,4.817558076558604574e-01,4.817559087204651980e-01,4.817560040684490952e-01,4.817560909510055778e-01,4.817561672562094000e-01,4.817562318123188025e-01,4.817562844975024627e-01,4.817563260989168872e-01,4.817563579602066604e-01,4.817563815600829913e-01,4.817563982074500317e-01,4.817564089491372381e-01,4.817564146995195196e-01
4.817548147200615971e-01,4.817548538439002659e-01,4.817548994971256326e-01,4.817549523803034139e-01,4.817550131121887125e-01,4.817550821566115027e-01,4.817551597341921399e-01,4.817552457229911100e-01,4.817553395593922039e-01,4.817554401532315178e-01,4.817555458377432709e-01,4.817556543731393304e-01,4.817557630237115918e-01,4.817558687231097703e-01,4.817559683379323276e-01,4.817560590226627193e-01,4.817561386055428385e-01,4.817562058978794304e-01,4.817562608013671310e-01,4.817563041560175563e-01,4.817563373721689413e-01,4.817563619950448461e-01,4.817563793907000957e-01,4.817563906505066829e-01,4.817563967253588597e-01
4.817547044254449906e-01,4.817547460618288313e-01,4.817547946287754068e-01,4.817548508622033765e-01,4.817549154078628049e-01,4.817549887430831457e-01,4.817550710830136862e-01,4.817551622754074336e-01,4.817552616970401935e-01,4.817553681662231080e-01,4.817554798940175131e-01,4.817555944935794088e-01,4.817557090675566589e-01,4.817558203873331668e-01,4.817559251727210334e-01,4.817560204626250564e-01,4.817561040144504592e-01,4.817561746202195794e-01,4.817562322107165063e-01,4.817562776899801391e-01,4.817563125488488196e-01,4.817563384128734083e-01,4.817563567171959660e-01,4.817563686071413831e-01,4.817563750776904241e-01
