3.695439267394959315e-01,3.694423831013339266e-01,3.693241190435517241e-01,3.691863456135083266e-01,3.690230877714215652e-01,3.688218757845021512e-01,3.685631675123914874e-01,3.682291707303314010e-01,3.678206182375760025e-01,3.673551471022162285e-01,3.668066014772161654e-01,3.660951709761394168e-01,3.656454060814643969e-01,3.651651304807055909e-01,3.656946721576829207e-01,3.664372108740151512e-01,3.670906358066644004e-01,3.668853552561233133e-01,3.682038180552066886e-01,3.675148217090893343e-01,3.672217542282826819e-01,3.675870294930130289e-01,3.680262397775219130e-01,3.684552792917794029e-01,3.687934764093241391e-01
3.695449369120495930e-01,3.694436695528950931e-01,3.693258392303407911e-01,3.691888054161472921e-01,3.690268162086952075e-01,3.688279766017674155e-01,3.685739311751594638e-01,3.682495953649758680e-01,3.678613968676027746e-01,3.674376004966611320e-01,3.669645693216126436e-01,3.663567714464778802e-01,3.659836599668927493e-01,3.654785736427828002e-01,3.658971166433591660e-01,3.665310972970350356e-01,3.671260710598526766e-01,3.668978865068102668e-01,3.682086707362606237e-01,3.675170369204849297e-01,3.672229960542900962e-01,3.675878641155370663e-01,3.680268655807161227e-01,3.684557899606394349e-01,3.687939405769084522e-01
3.695458635747069787e-01,3.694448459229041637e-01,3.693274283630413324e-01,3.691910511742628187e-01,3.690302313652970012e-01,3.688335595535679468e-01,3.685837727578302747e-01,3.682682099403296050e-01,3.678985031581271659e-01,3.675125025567759773e-01,3.671078245846793875e-01,3.665937186324976227e-01,3.662898114968240471e-01,3.657621957272806368e-01,3.660803508344666057e-01,3.666161769172757157e-01,3.671582243195184447e-01,3.669092832217946687e-01,3.682131250975487213e-01,3.675190515699013338e-01,3.672241179492148899e-01,3.675886010309122875e-01,3.680274296477699658e-01,3.684563063356754431e-01,3.687943524242371929e-01
3.695466666205102224e-01,3.694458740930119389e-01,3.693287942998393358e-01,3.691929963407864501e-01,3.690331849762740757e-01,3.688383786718975044e-01,3.685922467676453484e-01,3.682842153853744804e-01,3.679303480973509788e-01,3.675766227327300628e-01,3.672302431388226873e-01,3.667958781162017345e-01,3.665507763541976938e-01,3.660038816290633878e-01,3.662365571884411142e-01,3.666888069828904140e-01,3.671857447156013365e-01,3.669190552069925837e-01,3.682169288353128733e-01,3.675207545195858794e-01,3.672250782608672548e-01,3.675892612145511551e-01,3.680279276583322545e-01,3.684566627084885360e-01,3.687947252037305224e-01
3.695473205234986458e-01,3.694467058335360043e-01,3.693299058329879148e-01,3.691945782881585481e-01,3.690355749084778259e-01,3.688422620988182077e-01,3.685990752392232506e-01,3.682970770628867796e-01,3.679558526801098295e-01,3.676278497428999703e-01,3.673278021989758169e-01,3.669566752954696587e-01,3.667581016815374961e-01,3.661958323127157966e-01,3.663606912571187313e-01,3.667466253386674757e-01,3.672077059926563414e-01,3.669268745252353137e-01,3.682199820567939041e-01,3.675221488054101759e-01,3.672258656260160570e-01,3.675897988702138686e-01,3.680283498547474164e-01,3.684570511229733336e-01,3.687950565239312417e-01
3.695478046245650461e-01,3.694473293140009829e-01,3.693307484237829397e-01,3.691957597569721083e-01,3.690373538325874558e-01,3.688451626322218346e-01,3.686041513213654808e-01,3.683066240859909635e-01,3.679747314351517473e-01,3.676656396219731837e-01,3.673995603691300738e-01,3.670746824241304385e-01,3.669100289966129580e-01,3.663364488091499505e-01,3.664517046460784022e-01,3.667891195726152853e-01,3.672238860211843314e-01,3.669326727217572803e-01,3.682222609307724825e-01,3.675232006620725023e-01,3.672264434304322034e-01,3.675901866929682238e-01,3.680286478637679881e-01,3.684573362764120841e-01,3.687952029820792954e-01
3.695481486249704295e-01,3.694477617266507252e-01,3.693313207187235436e-01,3.691965712524616916e-01,3.690385838545968133e-01,3.688471480386426582e-01,3.686076193155681247e-01,3.683131038058373163e-01,3.679875207940487836e-01,3.676911514453668484e-01,3.674478439779665373e-01,3.671538520134765005e-01,3.670117819400689485e-01,3.664305978378277207e-01,3.665126830930723889e-01,3.668176608487159207e-01,3.672347936649301703e-01,3.669365860698094450e-01,3.682238045441284524e-01,3.675238796827929311e-01,3.672268428123353079e-01,3.675904737014850099e-01,3.680288526345642519e-01,3.684574688352330041e-01,3.687953933104205495e-01
3.695483582038657233e-01,3.694480340932231877e-01,3.693316831571655801e-01,3.691970755340644450e-01,3.690393481164766509e-01,3.688483850872633085e-01,3.686097738255768586e-01,3.683171333187215124e-01,3.679954074517445828e-01,3.677068175319218590e-01,3.674773726632109550e-01,3.672021238064747672e-01,3.670737000813457662e-01,3.664878400637288647e-01,3.665498186338594366e-01,3.668350978631237380e-01,3.672414787065048092e-01,3.669389955418708715e-01,3.682247739028139399e-01,3.675243248254216333e-01,3.672270831109548661e-01,3.675906478649435538e-01,3.680289945249562988e-01,3.684575712059075525e-01,3.687955393530080173e-01
3.695484827747769763e-01,3.694481868366210064e-01,3.693318901029509216e-01,3.691973691350796116e-01,3.690397874630241271e-01,3.688490885868952462e-01,3.686109877596548401e-01,3.683193892976606709e-01,3.679998287721920058e-01,3.677155741588871152e-01,3.674937942885501130e-01,3.672288695566129357e-01,3.671079403391150908e-01,3.665194867620045760e-01,3.665703739958315888e-01,3.668447806260192179e-01,3.672452113742576962e-01,3.669403482618990853e-01,3.682253113079180240e-01,3.675245809255140439e-01,3.672272274935106107e-01,3.675907319519803318e-01,3.680290629442420358e-01,3.684577013059756601e-01,3.687955651298994164e-01
3.695485440120559462e-01,3.694482700532025210e-01,3.693319989275068438e-01,3.691975217826860556e-01,3.690400140178541899e-01,3.688494552391538561e-01,3.686116255822882715e-01,3.683205582883452012e-01,3.680021090767657266e-01,3.677200649062297155e-01,3.675021733286374381e-01,3.672424624234637003e-01,3.671252884954491758e-01,3.665355162480752327e-01,3.665808026916456686e-01,3.668497127433218430e-01,3.672471092273935644e-01,3.669410483257143918e-01,3.682255881785229112e-01,3.675246809965378447e-01,3.672273035524691864e-01,3.675907711022211588e-01,3.680291032607891366e-01,3.684576854562540693e-01,3.687956364156457223e-01
