N_a,N_b,A_a,A_b,H_1a,H_1b,H_2a,H_2b,d_Hmax1,d_Hmax2,a_1,a_2
2,2.5,2.5,2,0.08,0.4,0.08,0.4,0.001,0.001,1,1
